2024-02-20 01:24:45,469: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-20 01:24:47,320: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-20 01:24:47,322: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-20 01:24:47,323: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-20 01:24:47,323: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-20 01:24:47,323: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-20 01:24:47[0m
2024-02-20 01:24:47,323: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:47,340: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,671: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-20 01:24:48[0m
2024-02-20 01:24:48,671: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,671: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,672: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,673: root: INFO: stop order of | 106 SPY sell | with status unprocessed was sent to broker backtesting
2024-02-20 01:24:48,673: root: INFO: limit order of | 106 SPY sell | with status unprocessed was sent to broker backtesting
2024-02-20 01:24:48,673: root: INFO: [32mFilled Transaction: buy 106 of SPY at 469.32998657 USD per share[0m
2024-02-20 01:24:48,673: root: INFO: market order of | 106 SPY buy | of class bracket with status unprocessed was filled
2024-02-20 01:24:48,678: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-20 01:24:48,678: root: INFO: MLTrader : Executing the on_filled_order event method
2024-02-20 01:24:48,679: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-20 01:24:48,681: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-20 01:24:48[0m
2024-02-20 01:24:48,681: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,682: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,683: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-20 01:24:48[0m
2024-02-20 01:24:48,683: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,683: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,684: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,685: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,685: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,686: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,687: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,687: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,688: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,689: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,689: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,690: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,692: root: INFO: Current backtesting datetime 2023-12-16 09:25:00-05:00
2024-02-20 01:24:48,693: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,693: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,694: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,695: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,695: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,697: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,699: root: INFO: Current backtesting datetime 2023-12-16 09:25:00-05:00
2024-02-20 01:24:48,699: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-20 01:24:48,699: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,699: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,700: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,700: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,700: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,701: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,704: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-02-20 01:24:48,705: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-20 01:24:48,707: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,708: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,709: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,709: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,710: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,710: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,710: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,713: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,715: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-02-20 01:24:48,715: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-20 01:24:48,717: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-20 01:24:48[0m
2024-02-20 01:24:48,717: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,719: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,720: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-20 01:24:48[0m
2024-02-20 01:24:48,721: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,721: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,723: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,724: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,724: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,725: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,727: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-20 01:24:48,727: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-02-20 01:24:48,729: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-20 01:24:48[0m
2024-02-20 01:24:48,730: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,731: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,732: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-20 01:24:48[0m
2024-02-20 01:24:48,732: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,732: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,733: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,733: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,733: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,734: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,736: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-20 01:24:48,737: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-02-20 01:24:48,738: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-20 01:24:48[0m
2024-02-20 01:24:48,739: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,741: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,742: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-20 01:24:48[0m
2024-02-20 01:24:48,742: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-20 01:24:48,742: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-20 01:24:48,743: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
