2024-02-19 16:46:22,788: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-19 16:46:24,989: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-19 16:46:24,990: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-19 16:46:24,992: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-19 16:46:24,992: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-19 16:46:24,994: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-19 16:46:24[0m
2024-02-19 16:46:24,995: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-19 16:46:24[0m
2024-02-19 16:46:24,997: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-19 16:46:24,997: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-19 16:46:24,997: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-19 16:46:24[0m
2024-02-19 16:46:24,998: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-19 16:46:24[0m
2024-02-19 16:46:25,001: root: INFO: Current backtesting datetime 2023-12-16 09:25:00-05:00
2024-02-19 16:46:25,004: root: INFO: Current backtesting datetime 2023-12-16 09:25:00-05:00
2024-02-19 16:46:25,004: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-19 16:46:25,005: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-02-19 16:46:25,006: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-19 16:46:25,009: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-02-19 16:46:25,009: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-19 16:46:25,011: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-19 16:46:25[0m
2024-02-19 16:46:25,011: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-19 16:46:25[0m
2024-02-19 16:46:25,013: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-19 16:46:25,013: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-02-19 16:46:25,013: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-19 16:46:25[0m
2024-02-19 16:46:25,014: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-19 16:46:25[0m
2024-02-19 16:46:25,015: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-19 16:46:25,015: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-02-19 16:46:25,015: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-19 16:46:25[0m
2024-02-19 16:46:25,016: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-19 16:46:25[0m
2024-02-19 16:46:25,017: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
