time,strategy,exchange,symbol,side,type,status,price,filled_quantity,multiplier,trade_cost,time_in_force,asset.right,asset.strike,asset.multiplier,asset.expiration,asset.asset_type
2023-12-15 09:30:00-05:00,MLTrader,,SPY,buy,market,fill,469.3299865722656,106,1,0.0,gtc,,0.0,1,,stock
